College,Playground,Auditorium,Theatre,Library,Laboratory,Conference Hall,Health Center,Gymnasium/ Fitness Center,Indoor Stadium,Common Room,Computer Center,Cafeteria,Guest House
"120068-DMESS'S ARTS & SCIENCE COLLEGE,AMALNER (Id: C-8985)",No,No,No,No,No,No,No,No,No,No,No,No,No
"120072-GVSM'S LATE NHANABHAU M.T.PATIL ART COLLEGE,MARWAD,TAL-AMALNER,DIST-JALGAON. (Id: C-8917)",Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
"120104-JBSAS KAMAL AAKKA PATIL ARTS,SCIENCE & COMMERCE COLLGE, AMALNER (Id: C-8879)",Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No
"130020-CES'S BP.ARTS,SMA.SCIENCE & KKC.COMMERCE COLLEGE, CHALISGAON. (Id: C-8848)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"130021-RSSPM'S NANASAHEB YASHAVANTRAO N.CHAVAN ARTS,SCIENCE&COMMERCE COLLEGE,CHALISGAON (Id: C-9007)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"130082-SSMACT'S SMT. SITABAI MANGILAL AGRAWAL INSTITUTE OF MANAGEMENT, CHALISGAON (Id: C-8819)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
"130083-MPS&SVM'S ARTS COLLEGE, CHALISGAON (Id: C-8961)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
"130091-MFS&SVMS MAHATMA PHULE COLLEGE OF EDUCATION, CHALISGAON. (Id: C-8832)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"130106-KDMG'S NANASAHEB DR.UTTAMRAO MAHAJAN COLLEGE OF EDUCATION,KARGAON,TAL-CHALISGAON (Id: C-8814)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"140022-MGTSM'S ARTS,SCIENCE & COMMERCE COLLEGE, CHOPDA. (Id: C-8975)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"140024-CES'S COLLEGE OF EDUCATION, CHOPDA. (Id: C-8982)",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
"140046-MGSM'S SMT.SHARADCHANDRIKA SURESH PATIL COLLEGE OF PHARMACY, CHOPDA (Id: C-9004)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"140052-BM'S COLLEGE OF SOCIAL STUDIES & SOCIAL WORK, CHOPDA. (Id: C-8823)",Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
"140065-PS&SSS PANKAJ ARTS COLLEGE, CHOPDA (Id: C-8878)",Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
"140068-BMC'S INSTITUTE OF MANAGEMENT & RESEARCH, CHOPDA (Id: C-8909)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No
"150026-JDMVP CO-OP S'S ARTS,COMMERCE & SCIENCE COLLEGE, YAWAL. (Id: C-8927)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"150027-TMES'S J.T.MAHAJAN COLLEGE OF ENGINEERING, FAIZPUR. (Id: C-9012)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"150028-TVES'S DHANAJI NANA ARTS,SCIENCE & COMMERCE COLLEGE, FAIZPUR. (Id: C-8881)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"150029-TVES'S COLLEGE OF EDUCATION, FAIZPUR. (Id: C-8806)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"150051-TVES'S HON'BLE LOKSEVAK MADHUKARRAO CHAUDHARI COLLEGE OF PHARMACY, FAIZPUR. (Id: C-8851)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"150056-SES'S ARTS & SCIENCE COLLEGE, BHALOD, TAL. YAWAL (Id: C-8820)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"160030-YCSPM'S DADASAHEB D.S.PATIL ARTS,SCIENCE & COMMERCE COLLEGE, ERANDOL. (Id: C-8981)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"160031-PRHSS'S ARTS & COMMERCE COLLEGE, DHARANGAON. (Id: C-8885)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"170032-JTES'S ARTS,COMMERCE & SCIENCE COLLEGE, JAMNER. (Id: C-8983)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"170033-SSE CO-OP S'S LATE R.B.GARUD KALA & WANIJYA MAHAVIDYALAYA, SHENDURNI. (Id: C-8894)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"170034-PT CO-OP ES'S ARTS,SCIENCE & COMMERCE COLLEGE, PACHORA. (Id: C-8980)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
"170071-GRAM VIKAS MADAL'S COLLEGE OF ART, PIMPALGAON(HARE),TAL-PACHORA,DIST-JALGAON. (Id: C-8963)",No,No,No,No,No,No,No,No,No,No,No,No,No
"170079-JJMVPSS'S ARTS COLLEGE, SAMNER, TAL-PACHORA (Id: C-8872)",No,No,No,No,No,No,No,No,No,No,No,No,No
"170096-SHREE SURESHDADA JAIN INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, JAMNER (Id: C-8987)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"170111-PDUSPM'S INSTITUTE OF MANAGEMENT & RESEARCH, JAMNER (Id: C-8942)",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"180035-VBES'S SANT MUKTABAI ARTS & COMMERCE COLLEGE, MUKTAINAGAR. (Id: C-8880)",Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"180036-ETES'S S.G.G.K. SCIENCE & S.K.M.C. ARTS & COMMERCE COLLEGE, MUKTAINAGAR. (Id: C-8910)",No,No,No,No,No,No,No,No,No,No,No,No,No
"180037-RPSPM'S SHRI VITTHALRAO SHANKARRAO NAIK ARTS,COMMERCE & SCIENCE COLLEGE, RAVER. (Id: C-8856)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"180038-JSM'S SGVPC COLLEGE OF EDUCATION, KHIRODA. (Id: C-8891)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"180039-JSM'S SAPTAPUT LALIT KALA MAHAVIDYALAYA, KHIRODA. (Id: C-8935)",No,No,No,No,No,No,No,No,No,No,No,No,No
"180049-APSPM'S ARTS & SCIENCE COLLEGE, AINPUR. (Id: C-8956)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"180093-MSPM'S SHRI. R.G.MAHAJAN ARTS COLLEGE, TANDALWADI. (Id: C-8966)",Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
"190040-KVPS'S KISAN ARTS,COMMERCE & SCIENCE COLLEGE, PAROLA. (Id: C-8863)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"190041-PTSS'S SAU. RAJNITAI N.DESHMUKH ARTS,COMMERCE & SCIENCE COLLEGE, BHADGAON. (Id: C-8897)",Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
"190042-SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE, PAROLA. (Id: C-9003)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"190097-SSPM'S COLLEGE OF EDUCATION, TEHU, TAL.PAROLA (Id: C-8901)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"1- D.P. B.S. Degree college Anoopshahr, (Bulandshahr) Mob.No.9897671410 Ph.No.05734-275450 (Id: C-29034)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"200001-JAI HIND ET'S ZULAL BHILAJIRAO PATIL COLLEGE, DHULE. (Id: C-8916)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"200002-SSVPS'S LATE KARMAVEER DR.P.R. GHOGREY SCIENCE COLLEGE, DHULE. (Id: C-8871)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"200003-SSVPS'S BHAUSAHEB N.S.PATIL ARTS & M.F.M.A. COMMERCE COLLEGE, DHULE. (Id: C-8950)",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
"200004-SSVPS'S BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE. (Id: C-8874)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"200005-VWS'S ARTS,COMMERCE&SCIENCE COLLEGE, DHULE. (Id: C-8867)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
"200006-DES'S M.D.PALESHA COMMERCE COLLEGE, DHULE. (Id: C-8906)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"200007-WKDSPM'S DR.BABASAHEB AMBEDKAR MEMORIAL COLLEGE OF LAW, DHULE (Id: C-8921)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"200008-DES'S COLLEGE OF EDUCATION, DHULE. (Id: C-8932)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"200009-AYKK'S ARTS MAHILA MAHAVIDYALAYA, DHULE. (Id: C-8886)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"200013-AYKK'S COLLEGE OF EDUCATION, DHULE. (Id: C-8896)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"200014-AYKK'S COLLEGE OF PHYSICAL EDUCATION, DHULE. (Id: C-8949)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200015-SSVPS'S LALIT KALA MAHAVIDYALAYA, DHULE. (Id: C-8944)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200017-SES'S COLLEGE OF ENGINEERING, NAVALNAGAR, TAL.& DIST-DHULE. (Id: C-8930)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"200018-SCA'S ARTS, COMMERCE & SCIENCE COLLEGE, KUSUMBA, TAL.& DIST-DHULE. (Id: C-8962)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
"200019-NES'S GANGAMAI COLLEGE OF EDUCATION, NAGAON, TAL.& DIST-DHULE. (Id: C-8911)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
"200020-JSPS'S COLLEGE OF EDUCATION, GARTAD, TAL.& DIST-DHULE (Id: C-8938)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"200022-K.S.WANI ADVANCED STUDY CENTRE IN MARATHI, DHULE. (Id: C-8892)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"200023-DES'S INSTITUTE OF MANAGEMENT, DHULE. (Id: C-8811)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200024-JAI HIND ET'S INSTITUTE OF MANAGEMENT, DHULE. (Id: C-8839)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200025-NES'S GANGAMAI COLLEGE OF ENGINEERING, NAGAON, TAL.& DIST-DHULE. (Id: C-8846)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"200057-GVM'S KRANTIVIR NAVALBHAU ARTS COLLEGE, NAVALNAGAR, TAL.& DIST-DHULE. (Id: C-8986)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
"200058-GET'S ARTS & SCIENCE COLLEGE, NAGAON, TAL.& DIST-DHULE. (Id: C-8941)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"200063-AJDPS'S PRAKRIT BHASHA ADHYAYAN KENDRA, DHULE. (Id: C-8893)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200064-A.R.A. COLLEGE OF PHARMACY, DHULE. (Id: C-8925)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"200070-SSS'S DR.B.R.AMBEDKAR COLLEGE OF SOCIAL WORK, MORANE, TAL.&DIST-DHULE. (Id: C-8870)",No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
"200073-BSSPM'S ARTS & SCIENCE COLLEGE, SONGIR, TAL.& DIST-DHULE (Id: C-8978)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"200079-NSBET'S INSTITUTE OF COMPUTER MANAGEMENT,DHULE. (Id: C-9008)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200085-SSS'S ARTS,COMMERCE & SCIENCE COLLEGE, DHULE (Id: C-8928)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200088-SYSTEL INSTITUTE OF MANAGEMENT & RESEARCH, DEOPUR,DHULE. (Id: C-8857)",No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
"200092-ARTS, COMMERCE & SCIENCE COLLEGE, VALWADI-BHOKAR (Id: C-8988)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"200094-SSPTS'S LATE BAPUSAHEB S.R.DEORE ARTS & COMMERCE COLLEGE, BORIS, TAL&DIST. DHULE (Id: C-8914)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"200095-NES'S GANGAMAI COLLEGE OF PHARMACY, NAGAON, DHULE. (Id: C-8873)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"200101-ASPMD'S BAPUSAHEB D.D.VISPUTE COLLEGE OF EDUCATION, VALWADI-DHULE (Id: C-8955)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
"200103-SET'S INSTITUTE OF INFORMATION TECHNOLOGY, DHULE (Id: C-8895)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"200106-SMT RBTSK'S R.B.T. COLLEGE OF EDUCATION, NAGAON. (Id: C-9016)",No,No,No,No,No,No,No,No,No,No,No,No,No
"200110-SSS'S HAJI SAEED AHMAD SARDAR ARTS&SCIENCE COLLEGE, DHULE (Id: C-8854)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"200111-SS&SS'S VIDYADHAN COMMERCE COLLEGE,VALWADI, DHULE (Id: C-8919)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"201 A.R.COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY, V.V.NAGAR (GIA) (Id: C-172)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
"202 A.R.COLLEGE OF PHARMACY & G.H.P. INSTITUTE OF PHARMACY, V.V.NAGAR (SFI) (Id: C-65)",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
"203 AKSHAR-PREET INSTITUTE OF PHARMACY, JAMNAGAR (Id: C-356)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"205 ANAND PHARMACY COLLEGE, ANAND (Id: C-285)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"206 A-ONE PHARMACY COLLEGE, ENASAN (Id: C-53)",Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
"207 A.P.M.C. COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH, HIMATNAGAR (Id: C-321)",Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
"208 ARIHANT SCHOOL OF PHARMACY, UVARSAD (Id: C-180)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"209 ATMIYA PHARMACY COLLEGE, ANKODIA (Id: C-107)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"210026-VVM'S ARTS,SCIENCE & COMMERCE COLLEGE, SAKRI. (Id: C-8825)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
"210027-PES'S KARM.A.M.PATIL ARTS,COM.&KAI.ANNASA.N.K.PATIL SCI.SENIOR COLLEGE,PIMPALNER (Id: C-8970)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
"210067-NIJAMPUR JAITANE SPM ADARSH ARTS,COM.&SCIENCE COLLEGE,NIJAMPUR,TAL-SAKRI. (Id: C-8869)",Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
"210068-NSS UTTAMRAO PATIL ARTS & SCIENCE COLLEGE, DAHIWEL,TAL-SAKRI. (Id: C-9015)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
"210075-ADMSPS'S PRIN.ANNASAHEB R.D.DEORE ARTS & SCIENCE COLLEGE, MHASDI,TAL-SAKRI (Id: C-8990)",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
"210076-TES'S SMT.VIMALBAI UTTAMRAO PATIL ARTS&LATE DR.B.S.DESALE SCIENCE COLLEGE,SAKRI. (Id: C-8923)",Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
"210107-SSSSP'S SAMARTH SHIKSHANSHASTRA MAHAVIDYALAY, BHADNE, TAL-SAKRI (Id: C-8889)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"210 ATMIYA INSTITUTE OF PHARMACY, RAJKOT (Id: C-178)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"211 AVANTIKA EDUCATION TRUST B.PHARMACY COLLEGE, NAVALGADH (Id: C-432)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"212 B.K.MODI GOVERMENT PHARMACY COLLEGE, RAJKOT (Id: C-241)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"213 BABARIA INSTITUTE OF PHARMACY,VARNAMA (Id: C-92)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
214 PARUL INSTITUTE OF PHARMACY & RESEARCH (Id: C-194),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"215 BHAGVAN MAHAVIR PHARMACY COLLEGE, SURAT (Id: C-312)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"216 C.K.PITHAWALA INSTITUTE OF PHARMACETICAL SCIENCE RESEARCH, SURAT (Id: C-38)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
"217 C.U. SHAH COLLEGE OF PHARMACY & RESEARCH, WADHWAN (Id: C-396)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"219 G.H.B. PHARMACY COLLEGE, ANIYAD (Id: C-429)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"220028-JSS'S ARTS,SCIENCE & COMMERCE COLLEGE, NANDURBAR. (Id: C-8934)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"220029-TES'S ARTS,COMMERCE & SCIENCE MAHILA MAHAVIDYALAYA, NANDURBAR. (Id: C-9020)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
"220030-NTVS'S COLLEGE OF PHYSICAL EDUCATION, NANDURBAR. (Id: C-8908)",No,No,No,No,No,No,No,No,No,No,No,No,No
"220031-NTVS'S INSTITUTE OF BUSINESS MANAGEMENT & RESEARCH, NANDURBAR. (Id: C-8861)",No,No,No,No,No,No,No,No,No,No,No,No,No
"220052-NTVS'S COLLEGE OF EDUCATION, NANDURBAR. (Id: C-8902)",Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"220053-NTVS'S G.T.PATIL ARTS,SCIENCE & COMMERCE COLLEGE, NANDURBAR. (Id: C-8847)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"220059-NTVS'S ARCHITECTURE COLLEGE, NANDURBAR. (Id: C-8969)",No,No,No,No,No,No,No,No,No,No,No,No,No
"220077-NTVS'S LAW COLLEGE, NANDURBAR (Id: C-8840)",Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
"220087-NTVS'S ARTS&COMMERCE COLLEGE,DHANORA, DIST-N'BAR (Id: C-8974)",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
"220100-ADIWASI DEOMOGRA EDU. SOCIETY'S K.D.GAVIT COLLEGE OF EDUCATION, PATHRAI (Id: C-8971)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"220104-SGSSS'S P.G. INSTITUTE OF MANAGEMENT & RESEARCH, CHAUPALE, TAL&DIST-NANDURBAR (Id: C-9001)",No,No,No,No,No,No,No,No,No,No,No,No,No
"220105-JIJAMATA EDUCATION SOCIETY'S COLLEGE OF EDUCATION, NANDURBAR (Id: C-8926)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"220 B. PHARMACY COLLEGE, RAMPURA (Id: C-36)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"223 INDUKAKA IPCOWALA COLLEGE OF PHARMACY, NEW V.V.NAGAR (Id: C-37)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"224 K.B.RAVAL COLLEGE OF PHARMACY, KASTURINAGAR (Id: C-250)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"225 KALOL INSTITUTE OF PHARMACY, KALOL (Id: C-286)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"226 L.B.RAO COLLEGE OF PHARMACEUTICAL EDU. AND RES., KHAMBHAT (Id: C-362)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"227 L.J.INSTITUTE OF PHARMACY, SANAND (Id: C-278)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"228 L.M.COLLEGE OF PHARMACY, AHMEDABAD (Id: C-409)",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"229 M.P.PATEL COLLEGE OF PHARMACY, KAPADWANJ (Id: C-411)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"230032-PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING, SHAHADA, DIST-NANDURBAR. (Id: C-8912)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"230033-PSGVPM'S SCIENCE,COMMERCE & S.I.PATIL ARTS COLLEGE, SHAHADA. (Id: C-8855)",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
"230034-PSGVPM'S COLLEGE OF EDUCATION, SHAHADA, DIST-NANDURBAR. (Id: C-8821)",Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"230035-PSGVPS'S INSTITUTE OF MANAGEMENT, SHAHADA. (Id: C-8939)",No,No,No,No,No,No,No,No,No,No,No,No,No
"230056-SSPM'S VASANTRAO NAIK ARTS & SCIENCE COLLEGE, SHAHADA. (Id: C-8849)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
"230065-PSGVPM'S COLLEGE OF PHARMACY, SHAHADA, DIST-NANDURBAR. (Id: C-8996)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"230066-GRAM VIKAS SANSTHA'S ARTS COLLEGE, BAMKHEDA, TAL-SHAHADA. DIST. NANDURBAR (Id: C-8992)",Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No
"230069-SSPM'S ARTS MAHILA COLLEGE, SHAHADA. (Id: C-9029)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
"230078-SHAHADA TALUKA CO-OP EDUCATIONAL SOCIETY'S SCIENCE COLLEGE, SHAHADA. (Id: C-8898)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"230099-SHREE SAIBABA BHAKTA MANDAL'S ARTS SENIOR COLLEGE, MHASAWAD (Id: C-8859)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"230102-ST CO.OP.ES'S INSTITUTE OF MANAGEMENT RESEARCH & DEVELOPMENT, SHAHADA (Id: C-8875)",No,No,No,No,No,No,No,No,No,No,No,No,No
"231 N.R.VEKARIA INSTITUTE OF PHARMACY, JUNAGADH (Id: C-153)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"232 NOOTAN PHARMACY COLLEGE, VISNAGAR (Id: C-331)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"233 PARUL INSTITUTE OF PHARMACY, LIMDA (Id: C-117)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"235 PIONEER PHARMACY COLLEGE, SAYAJIPURA (Id: C-246)",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
"238 RADHE SCHOOL OF PHARMACY, HIRPURA (Id: C-391)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
"239 ROFEL,SHRI G.M.BILAKHIA COLLEGE OF PHARMACY, VAPI (Id: C-198)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"240036-KVPS'S SMT.P.D.M.ARTS, SMT.H.D.COMMERCE & S.M.A.SCIENCE COLLEGE, SHIRPUR. (Id: C-9024)",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"240039-SES'S H.R.PATEL ARTS MAHILA MAHAVIDYALAYA, SHIRPUR. (Id: C-8973)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
"240040-SES'S COLLEGE OF EDUCATION, SHIRPUR, DIST-DHULE (Id: C-8960)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
"240051-R.C.PATEL E.T.'S ARTS & SCIENCE COLLEGE, SHIRPUR. (Id: C-9002)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"240055-SES'S R.C.PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, SHIRPUR, DIST DHULE (Id: C-8993)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
